player,first,last,name,position1,start,cteam,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,jnum,dcp,bye_week,injury_week
CN-0500,Cam,Newton,Cam Newton,QB,2011,CAR,77.0,244.0,5/11/89,4.56,0.0,35.0,126.0,4.18,6.92,33.75,9.875,1.0,Auburn,Southeastern (SEC),1.0,5.0,7,3
DP-2037,Dak,Prescott,Dak Prescott,QB,2016,DAL,74.0,226.0,7/29/93,4.74,0.0,32.5,116.0,4.32,7.11,32.25,10.875,135.0,Mississippi State,Southeastern (SEC),4.0,1.0,8,18
PR-0300,Philip,Rivers,Philip Rivers,QB,2004,LAC,77.0,228.0,12/8/81,5.08,0.0,0.0,0.0,0.0,0.0,32.25,9.25,4.0,North Carolina State,Atlantic Coast (ACC),17.0,1.0,12,18
AR-1300,Aaron,Rodgers,Aaron Rodgers,QB,2005,GB,74.0,225.0,12/2/83,4.71,0.0,34.5,110.0,4.32,7.12,32.625,9.375,24.0,California,Pacific 10,12.0,1.0,11,18
BR-1100,Ben,Roethlisberger,Ben Roethlisberger,QB,2004,PIT,77.0,241.0,3/2/82,4.75,0.0,0.0,0.0,0.0,0.0,32.0,9.875,11.0,Miami (OH),Mid-American (MAC),7.0,3.0,7,3
JR-3250,Josh,Rosen,Josh Rosen,QB,2018,MIA,76.0,226.0,2/10/97,4.92,0.0,31.0,111.0,4.28,7.09,31.75,9.875,10.0,UCLA,Pacific 12,3.0,2.0,5,18
MR-2350,Mason,Rudolph,Mason Rudolph,QB,2018,PIT,77.0,235.0,7/17/95,4.9,0.0,28.5,107.0,4.56,0.0,32.375,9.125,76.0,Oklahoma State,Big 12,2.0,5.0,7,6
MR-2500,Matt,Ryan,Matt Ryan,QB,2008,ATL,77.0,220.0,5/17/85,4.89,0.0,0.0,0.0,4.51,7.4,32.375,9.5,3.0,Boston College,Atlantic Coast (ACC),2.0,1.0,9,18
MS-0200,Matt,Schaub,Matt Schaub,QB,2004,ATL,78.0,240.0,6/25/81,5.04,0.0,30.5,110.0,4.66,7.65,31.75,9.75,90.0,Virginia,Atlantic Coast (ACC),8.0,2.0,9,18
TS-1450,Trevor,Siemian,Trevor Siemian,QB,2015,NYJ,75.0,220.0,12/26/92,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,Northwestern,Big Ten,19.0,3.0,4,3
MS-4100,Matthew,Stafford,Matthew Stafford,QB,2009,DET,75.0,232.0,2/7/88,4.81,0.0,30.5,107.0,4.47,7.06,33.25,10.0,1.0,Georgia,Southeastern (SEC),9.0,4.0,5,11
JS-6787,Jarrett,Stidham,Jarrett Stidham,QB,2019,NE,74.0,218.0,8/8/96,4.81,0.0,31.0,110.0,4.33,7.28,32.0,9.125,133.0,Auburn,Southeastern (SEC),4.0,2.0,10,18
RT-0150,Ryan,Tannehill,Ryan Tannehill,QB,2012,TEN,76.0,222.0,7/27/88,4.65,0.0,0.0,0.0,0.0,0.0,32.625,9.0,8.0,Texas A&M,Big 12,17.0,1.0,11,18
AT-0160,Alex,Tanney,Alex Tanney,QB,2012,NYG,75.0,223.0,11/11/87,4.96,0.0,29.0,103.0,4.45,7.13,0.0,0.0,0.0,Monmouth,0,3.0,3.0,11,18
TT-0500,Tyrod,Taylor,Tyrod Taylor,QB,2011,LAC,73.0,215.0,8/3/89,4.47,0.0,37.5,126.0,4.09,6.78,32.25,10.0,180.0,Virginia Tech,Atlantic Coast (ACC),5.0,2.0,12,18
MT-1800,Mitchell,Trubisky,Mitchell Trubisky,QB,2017,CHI,74.0,222.0,8/20/94,4.67,0.0,27.5,115.0,4.25,6.87,32.0,9.5,2.0,North Carolina,Atlantic Coast (ACC),10.0,1.0,6,5
DW-1725,Deshaun,Watson,Deshaun Watson,QB,2017,HOU,74.0,221.0,9/14/95,4.66,0.0,32.5,117.0,4.31,6.95,33.0,9.75,12.0,Clemson,Atlantic Coast (ACC),4.0,1.0,10,18
CW-1425,Carson,Wentz,Carson Wentz,QB,2016,PHI,77.0,237.0,12/30/92,4.65,0.0,30.5,118.0,4.15,6.86,33.25,10.0,2.0,North Dakota State,Missouri Valley,11.0,1.0,10,18
RW-3850,Russell,Wilson,Russell Wilson,QB,2012,SEA,71.0,206.0,11/29/88,4.53,0.0,34.0,118.0,4.09,6.97,31.0,10.25,75.0,Wisconsin,Big Ten,3.0,1.0,11,18
JW-5650,Jameis,Winston,Jameis Winston,QB,2015,TB,76.0,231.0,1/6/94,4.91,0.0,28.5,103.0,4.36,7.16,32.0,9.375,1.0,Florida State,Atlantic Coast (ACC),3.0,1.0,7,18
AA-0025,Ameer,Abdullah,Ameer Abdullah,RB,2015,MIN,69.0,205.0,6/13/93,4.5,24.0,42.5,130.0,3.95,6.79,30.0,8.625,54.0,Nebraska,Big Ten,31.0,3.0,12,18
JA-0275,Josh,Adams,Josh Adams,RB,2018,NYJ,74.0,213.0,10/29/96,4.52,18.0,34.0,122.0,0.0,6.78,0.0,0.0,0.0,Notre Dame,FBS Independents,36.0,4.0,4,18
JA-0450,Jay,Ajayi,Jay Ajayi,RB,2015,PHI,72.0,221.0,6/15/93,4.52,19.0,39.0,121.0,4.1,7.1,32.0,10.0,149.0,Boise State,Mountain West (MWC),0.0,0.0,10,18
JA-1025,Javorius,Allen,Javorius Allen,RB,2015,NYG,72.0,221.0,8/27/91,4.5,11.0,35.5,121.0,4.28,6.96,31.75,9.375,125.0,USC,Pacific 12,37.0,4.0,11,18
CA-0750,C.J.,Anderson,C.J. Anderson,RB,2013,DET,68.0,224.0,2/10/91,4.53,17.0,33.0,119.0,4.12,7.15,30.0,9.0,0.0,California,Pacific 12,0.0,0.0,5,18
AA-0557,Alex,Armah,Alex Armah,RB,2017,CAR,74.0,253.0,5/17/94,4.7,26.0,34.5,122.0,4.29,7.0,0.0,0.0,192.0,West Georgia,0,40.0,1.0,7,18
RA-1337,Ryquell,Armstead,Ryquell Armstead,RB,2019,JAC,71.0,220.0,10/30/96,4.45,22.0,30.0,114.0,4.29,7.02,30.625,9.125,140.0,Temple,American Athletic,23.0,2.0,10,18
KB-0150,Kalen,Ballage,Kalen Ballage,RB,2018,MIA,73.0,228.0,12/22/95,4.46,15.0,33.5,122.0,0.0,0.0,32.75,9.5,131.0,Arizona State,Pacific 12,27.0,2.0,5,14
PB-0125,Peyton,Barber,Peyton Barber,RB,2016,TB,70.0,228.0,6/27/94,4.49,20.0,32.5,111.0,4.21,7.0,0.0,0.0,0.0,Auburn,Southeastern (SEC),25.0,2.0,7,18
SB-0212,Saquon,Barkley,Saquon Barkley,RB,2018,NYG,72.0,233.0,2/7/97,4.4,29.0,41.0,0.0,4.24,0.0,31.375,9.5,2.0,Penn State,Big Ten,26.0,1.0,11,4
KB-0350,Kenjon,Barner,Kenjon Barner,RB,2013,ATL,69.0,196.0,4/28/89,4.39,20.0,35.5,122.0,4.14,6.87,29.625,9.125,182.0,Oregon,Pacific 12,38.0,3.0,9,4
NB-0125,Nick,Bawden,Nick Bawden,RB,2018,DET,74.0,245.0,6/22/96,4.72,0.0,0.0,109.0,4.37,7.16,30.5,9.25,237.0,San Diego State,Mountain West (MWC),46.0,5.0,5,12
AB-1125,Andrew,Beck,Andrew Beck,RB,2019,DEN,75.0,254.0,5/15/96,4.63,23.0,34.0,119.0,4.26,7.34,30.25,9.125,0.0,Texas,Big 12,83.0,1.0,10,18
LB-0250,Le'Veon,Bell,Le'Veon Bell,RB,2013,NYJ,73.0,230.0,2/18/92,4.56,24.0,31.5,118.0,4.24,6.75,31.5,9.625,48.0,Michigan State,Big Ten,26.0,1.0,4,18
NB-0200,Nick,Bellore,Nick Bellore,RB,2011,SEA,73.0,250.0,5/12/89,4.84,23.0,32.5,109.0,4.0,6.98,0.0,0.0,0.0,Central Michigan,Mid-American (MAC),44.0,1.0,11,18
GB-0350,Giovani,Bernard,Giovani Bernard,RB,2013,CIN,68.0,202.0,11/22/91,4.5,19.0,33.5,122.0,4.12,6.91,28.0,9.375,37.0,North Carolina,Atlantic Coast (ACC),25.0,2.0,9,18
KB-1225,Khari,Blasingame,Khari Blasingame,RB,2019,TEN,72.0,196.0,7/1/96,4.55,20.0,38.5,131.0,4.18,6.94,32.5,9.5,0.0,Vanderbilt,Southeastern (SEC),41.0,3.0,11,18
BB-2250,Brandon,Bolden,Brandon Bolden,RB,2012,NE,71.0,215.0,1/26/90,4.5,21.0,38.0,119.0,4.32,6.91,32.25,10.0,0.0,Mississippi,Southeastern (SEC),38.0,2.0,10,18
RB-2350,Reggie,Bonnafon,Reggie Bonnafon,RB,2018,CAR,72.0,206.0,1/4/96,4.53,20.0,38.0,127.0,4.25,6.97,0.0,0.0,0.0,Louisville,Atlantic Coast (ACC),39.0,2.0,7,18
DB-2950,Devontae,Booker,Devontae Booker,RB,2016,DEN,71.0,219.0,5/27/92,4.56,22.0,0.0,0.0,0.0,0.0,31.625,8.625,136.0,Utah,Pacific 12,23.0,3.0,10,18
MB-2950,Mike,Boone,Mike Boone,RB,2018,MIN,69.0,206.0,6/30/95,4.45,25.0,42.0,139.0,4.38,6.95,0.0,0.0,0.0,Cincinnati,American Athletic,23.0,4.0,12,18
MB-3537,Matt,Breida,Matt Breida,RB,2017,SF,69.0,180.0,2/28/95,4.39,23.0,42.0,134.0,4.34,6.85,0.0,0.0,0.0,Georgia Southern,Sun Belt,22.0,2.0,4,18
TB-2775,Tony,Brooks-James,Tony Brooks-James,RB,2019,MIN,69.0,176.0,12/6/94,4.49,15.0,35.5,127.0,4.27,7.06,30.125,8.75,0.0,Oregon,Pacific 12,35.0,2.0,12,18
MB-3862,Malcolm,Brown,Malcolm Brown,RB,2015,LA,71.0,224.0,5/15/93,4.51,19.0,34.5,117.0,4.15,6.86,32.75,10.25,0.0,Texas,Big 12,34.0,2.0,9,8
RB-4670,Rex,Burkhead,Rex Burkhead,RB,2013,NE,70.0,214.0,7/2/90,4.65,21.0,39.0,125.0,4.09,6.85,30.875,9.75,190.0,Nebraska,Big Ten,34.0,2.0,10,18
MB-5175,Mike,Burton,Mike Burton,RB,2015,WAS,71.0,242.0,2/1/92,4.65,30.0,33.0,116.0,4.28,7.08,29.25,9.5,168.0,Rutgers,Big Ten,45.0,2.0,10,18
TC-0325,Trenton,Cannon,Trenton Cannon,RB,2018,NYJ,70.0,182.0,7/23/94,4.4,17.0,38.5,129.0,4.04,7.02,0.0,0.0,204.0,Virginia State,0,25.0,1.0,4,8
TC-0450,Tra,Carson,Tra Carson,RB,2016,DET,71.0,227.0,10/24/92,4.64,19.0,37.0,115.0,4.27,7.1,0.0,0.0,0.0,Texas A&M,Southeastern (SEC),34.0,5.0,5,9
CC-0750,Chris,Carson,Chris Carson,RB,2017,SEA,72.0,218.0,9/16/94,4.58,23.0,39.0,130.0,4.28,7.53,33.25,9.625,249.0,Oklahoma State,Big 12,32.0,1.0,11,17
NC-0175,Nick,Chubb,Nick Chubb,RB,2018,CLE,71.0,227.0,12/27/95,4.52,29.0,38.5,128.0,4.25,7.09,32.0,9.625,35.0,Georgia,Southeastern (SEC),24.0,1.0,7,18
CC-2350,Corey,Clement,Corey Clement,RB,2017,PHI,70.0,221.0,11/2/94,4.68,19.0,32.0,120.0,4.17,6.71,30.5,9.75,0.0,Wisconsin,Big Ten,30.0,3.0,10,6
TC-1975,Tarik,Cohen,Tarik Cohen,RB,2017,CHI,66.0,179.0,7/26/95,4.42,11.0,31.5,118.0,4.27,7.22,29.75,10.125,119.0,North Carolina A&T,Mid-Eastern Athletic (MEAC),29.0,1.0,6,18
TC-2050,Tevin,Coleman,Tevin Coleman,RB,2015,SF,71.0,206.0,4/16/93,4.4,22.0,0.0,0.0,0.0,0.0,32.0,8.625,73.0,Indiana,Big Ten,26.0,3.0,4,2
JC-4075,James,Conner,James Conner,RB,2017,PIT,73.0,233.0,5/5/95,4.65,20.0,29.0,113.0,4.4,7.14,31.25,9.875,105.0,Pittsburgh,Atlantic Coast (ACC),30.0,1.0,7,10
DC-3550,Dalvin,Cook,Dalvin Cook,RB,2017,MIN,70.0,210.0,8/10/95,4.49,22.0,30.5,116.0,4.53,7.27,32.375,9.25,41.0,Florida State,Atlantic Coast (ACC),33.0,1.0,12,16
MD-0150,Mike,Davis,Mike Davis,RB,2015,CAR,72.0,197.0,2/19/93,4.5,10.0,32.5,117.0,4.39,7.11,30.25,9.375,126.0,South Carolina,Southeastern (SEC),27.0,3.0,7,18
DD-0681,Dalyn,Dawkins,Dalyn Dawkins,RB,2018,TEN,69.0,175.0,12/12/94,4.62,9.0,31.0,117.0,4.45,7.12,0.0,0.0,0.0,Colorado State,Mountain West (MWC),28.0,2.0,11,18
JD-1650,James,Develin,James Develin,RB,2010,NE,75.0,260.0,7/23/88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brown,Ivy League,46.0,3.0,10,3
PD-0700,Patrick,DiMarco,Patrick DiMarco,RB,2011,BUF,73.0,240.0,4/30/89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Carolina,Southeastern (SEC),42.0,1.0,6,18
KD-1462,Kenyan,Drake,Kenyan Drake,RB,2016,ARI,73.0,210.0,1/26/94,4.31,10.0,34.5,123.0,4.21,7.04,31.75,9.75,73.0,Alabama,Southeastern (SEC),41.0,1.0,12,18
CE-0175,Chase,Edmonds,Chase Edmonds,RB,2018,ARI,69.0,205.0,4/13/96,4.55,19.0,34.0,122.0,4.07,6.79,31.125,9.125,134.0,Fordham,0,29.0,3.0,12,9
TE-0025,Trey,Edmunds,Trey Edmunds,RB,2017,PIT,74.0,227.0,12/30/94,4.48,0.0,35.5,122.0,0.0,7.25,0.0,0.0,0.0,Maryland,Big Ten,33.0,1.0,7,18
GE-0150,Gus,Edwards,Gus Edwards,RB,2018,BAL,73.0,235.0,4/13/95,4.53,17.0,34.5,123.0,4.24,7.22,0.0,0.0,0.0,Rutgers,Big Ten,35.0,2.0,8,18
AE-0550,Austin,Ekeler,Austin Ekeler,RB,2017,LAC,69.0,191.0,5/17/95,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Western State (CO),0,30.0,2.0,12,18
EE-0250,Ezekiel,Elliott,Ezekiel Elliott,RB,2016,DAL,72.0,225.0,7/22/95,4.45,0.0,32.5,118.0,0.0,0.0,31.25,9.25,4.0,Ohio State,Big Ten,21.0,1.0,8,18
TE-0350,Tyler,Ervin,Tyler Ervin,RB,2016,GB,70.0,192.0,10/7/93,4.36,17.0,39.0,130.0,4.34,7.03,29.75,9.125,119.0,San Jose State,Mountain West (MWC),32.0,4.0,11,18
JF-1250,Josh,Ferguson,Josh Ferguson,RB,2016,WAS,70.0,198.0,5/23/93,4.43,21.0,34.5,120.0,0.0,0.0,0.0,0.0,0.0,Illinois,Big Ten,40.0,3.0,10,18
DF-1375,D.J.,Foster,D.J. Foster,RB,2016,ARI,70.0,193.0,11/22/93,4.53,14.0,36.0,117.0,4.07,6.75,0.0,0.0,0.0,Arizona State,Pacific 12,37.0,3.0,12,7
LF-0650,Leonard,Fournette,Leonard Fournette,RB,2017,JAC,72.0,240.0,1/18/95,4.51,0.0,28.5,0.0,0.0,0.0,31.625,9.25,4.0,LSU,Southeastern (SEC),27.0,1.0,10,18
DF-1875,Devonta,Freeman,Devonta Freeman,RB,2014,ATL,68.0,206.0,3/15/92,4.51,14.0,32.0,118.0,4.26,7.11,29.375,9.625,103.0,Florida State,Atlantic Coast (ACC),24.0,1.0,9,11
RF-1400,Royce,Freeman,Royce Freeman,RB,2018,DEN,71.0,229.0,2/24/96,4.54,17.0,34.0,118.0,4.16,6.9,32.0,9.5,71.0,Oregon,Pacific 12,28.0,2.0,10,18
WG-0050,Wayne,Gallman,Wayne Gallman,RB,2017,NYG,72.0,215.0,10/1/94,4.6,21.0,30.5,120.0,4.28,7.17,32.625,9.125,140.0,Clemson,Atlantic Coast (ACC),22.0,3.0,11,6
MG-0293,Myles,Gaskin,Myles Gaskin,RB,2019,MIA,69.0,205.0,2/15/97,4.57,24.0,35.5,118.0,4.27,7.19,29.5,8.625,234.0,Washington,Pacific 12,37.0,1.0,5,17
CG-1015,Cullen,Gillaspia,Cullen Gillaspia,RB,2019,HOU,74.0,235.0,5/12/95,4.54,20.0,32.5,112.0,4.28,6.95,30.75,9.125,220.0,Texas A&M,Southeastern (SEC),44.0,1.0,10,18
MG-1150,Melvin,Gordon,Melvin Gordon,RB,2015,LAC,73.0,215.0,4/13/93,4.33,19.0,35.0,126.0,4.07,7.04,32.375,9.75,15.0,Wisconsin,Big Ten,25.0,1.0,12,18
FG-0200,Frank,Gore,Frank Gore,RB,2005,BUF,69.0,217.0,5/14/83,4.55,0.0,34.0,109.0,4.11,6.91,0.0,0.0,65.0,Miami (FL),Atlantic Coast (ACC),20.0,1.0,6,18
DG-3200,Derrius,Guice,Derrius Guice,RB,2018,WAS,70.0,224.0,6/21/97,4.49,15.0,31.5,0.0,0.0,0.0,30.75,9.75,59.0,LSU,Southeastern (SEC),29.0,2.0,10,2
TG-1950,Todd,Gurley,Todd Gurley,RB,2015,LA,73.0,222.0,8/3/94,4.42,17.0,0.0,0.0,0.0,0.0,32.5,10.0,10.0,Georgia,Southeastern (SEC),30.0,1.0,9,18
CH-0525,C.J.,Ham,C.J. Ham,RB,2016,MIN,73.0,240.0,7/22/93,4.69,22.0,37.0,118.0,4.35,7.4,0.0,0.0,0.0,Augustana,0,30.0,1.0,12,18
DH-1362,Damien,Harris,Damien Harris,RB,2019,NE,70.0,216.0,2/11/97,4.57,16.0,37.0,121.0,0.0,0.0,30.75,9.75,87.0,Alabama,Southeastern (SEC),37.0,3.0,10,18
DH-2325,Darrell,Henderson,Darrell Henderson,RB,2019,LA,68.0,208.0,8/19/97,4.53,22.0,33.5,121.0,4.41,7.03,31.0,8.625,70.0,Memphis,American Athletic,27.0,4.0,9,17
DH-2450,Derrick,Henry,Derrick Henry,RB,2016,TEN,75.0,247.0,7/17/94,4.52,22.0,37.0,130.0,4.38,7.2,33.0,8.75,45.0,Alabama,Southeastern (SEC),22.0,1.0,11,18
BH-1225,Brian,Hill,Brian Hill,RB,2017,ATL,73.0,219.0,11/9/95,4.54,15.0,34.0,125.0,4.32,7.03,31.375,8.875,156.0,Wyoming,Mountain West (MWC),23.0,2.0,9,18
JH-4085,Justice,Hill,Justice Hill,RB,2019,BAL,70.0,198.0,11/14/97,4.4,21.0,40.0,130.0,0.0,0.0,31.625,9.5,113.0,Oklahoma State,Big 12,43.0,3.0,8,18
DH-3137,Dontrell,Hilliard,Dontrell Hilliard,RB,2018,CLE,71.0,205.0,2/26/95,4.44,21.0,34.5,125.0,4.38,6.87,0.0,0.0,0.0,Tulane,American Athletic,25.0,4.0,7,2
JH-4250,Jonathan,Hilliman,Jonathan Hilliman,RB,2019,NYG,72.0,220.0,11/14/95,4.49,20.0,34.5,120.0,4.26,7.12,33.0,8.75,0.0,Rutgers,Big Ten,28.0,4.0,11,18
WH-0762,Wes,Hills,Wes Hills,RB,2019,DET,73.0,214.0,6/5/95,4.59,0.0,0.0,0.0,0.0,0.0,32.375,8.875,0.0,Slippery Rock,0,36.0,5.0,5,18
NH-1237,Nyheim,Hines,Nyheim Hines,RB,2018,IND,68.0,198.0,11/12/96,4.38,11.0,35.5,121.0,4.27,6.9,30.75,8.875,104.0,North Carolina State,Atlantic Coast (ACC),21.0,2.0,6,18
TH-2337,Travis,Homer,Travis Homer,RB,2019,SEA,70.0,201.0,8/7/98,4.48,17.0,39.5,130.0,4.31,7.07,31.5,10.0,204.0,Miami (FL),Atlantic Coast (ACC),25.0,1.0,11,18
JH-5575,Jordan,Howard,Jordan Howard,RB,2016,PHI,72.0,230.0,11/2/94,4.59,16.0,34.0,122.0,4.34,7.14,32.25,9.0,150.0,Indiana,Big Ten,24.0,1.0,10,13
GH-1162,Gregory,Howell,Gregory Howell,RB,2018,HOU,73.0,215.0,3/27/96,4.58,19.0,27.5,116.0,4.51,7.55,0.0,0.0,0.0,Florida Atlantic,Conference USA (C-USA),38.0,3.0,10,18
KH-2850,Kareem,Hunt,Kareem Hunt,RB,2017,CLE,70.0,216.0,8/6/95,4.62,18.0,36.5,119.0,4.53,7.22,31.375,9.625,86.0,Toledo,Mid-American (MAC),27.0,1.0,7,18
CH-5000,Carlos,Hyde,Carlos Hyde,RB,2014,HOU,72.0,230.0,9/20/91,4.61,19.0,34.5,114.0,0.0,0.0,32.0,9.625,57.0,Ohio State,Big Ten,23.0,2.0,10,18
AI-0050,Alec,Ingold,Alec Ingold,RB,2019,OAK,73.0,242.0,7/9/96,4.89,16.0,34.0,116.0,4.32,7.35,31.5,9.625,0.0,Wisconsin,Big Ten,45.0,1.0,6,18
MI-0100,Mark,Ingram,Mark Ingram,RB,2011,BAL,69.0,215.0,12/21/89,4.62,21.0,31.5,113.0,4.62,7.13,30.625,9.375,28.0,Alabama,Southeastern (SEC),21.0,1.0,8,17
JJ-0575,Justin,Jackson,Justin Jackson,RB,2018,LAC,72.0,199.0,4/22/96,4.52,13.0,38.5,122.0,4.07,6.81,30.625,9.25,251.0,Northwestern,Big Ten,22.0,3.0,12,4
JJ-0587,Josh,Jacobs,Josh Jacobs,RB,2019,OAK,70.0,220.0,2/11/98,4.64,18.0,35.0,112.0,0.0,0.0,31.625,10.125,24.0,Alabama,Southeastern (SEC),28.0,1.0,6,16
AJ-0375,Andy,Janovich,Andy Janovich,RB,2016,DEN,73.0,238.0,5/23/93,4.75,30.0,34.0,119.0,4.32,7.28,31.625,9.75,176.0,Nebraska,Big Ten,32.0,4.0,10,1
DJ-1325,David,Johnson,David Johnson,RB,2015,ARI,73.0,224.0,12/16/91,4.51,25.0,41.5,127.0,4.27,6.82,31.25,9.625,86.0,Northern Iowa,Missouri Valley,31.0,2.0,12,18
DJ-0887,D'Ernest,Johnson,D'Ernest Johnson,RB,2019,CLE,70.0,204.0,2/27/96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Florida,American Athletic,30.0,2.0,7,18
KJ-0587,Kerryon,Johnson,Kerryon Johnson,RB,2018,DET,71.0,213.0,6/30/97,4.52,11.0,40.0,126.0,4.29,7.07,32.5,9.75,43.0,Auburn,Southeastern (SEC),33.0,1.0,5,8
TJ-2275,Ty,Johnson,Ty Johnson,RB,2019,DET,70.0,213.0,9/17/97,4.4,13.0,34.5,123.0,0.0,0.0,30.125,9.125,186.0,Maryland,Big Ten,31.0,3.0,5,18
DJ-1850,Duke,Johnson,Duke Johnson,RB,2015,HOU,69.0,207.0,9/23/93,4.5,18.0,35.0,121.0,4.16,6.88,30.375,9.25,77.0,Miami (FL),Atlantic Coast (ACC),25.0,1.0,10,18
JJ-2518,Jakob,Johnson,Jakob Johnson,RB,2019,NE,75.0,253.0,12/15/94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tennessee,Southeastern (SEC),47.0,5.0,10,7
AJ-1143,Aaron,Jones,Aaron Jones,RB,2017,GB,69.0,208.0,12/2/94,4.56,16.0,37.5,127.0,4.2,6.82,32.5,9.5,182.0,Texas-El Paso,Conference USA (C-USA),33.0,1.0,11,18
