player,first,last,name,position1,start,cteam,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,jnum,dcp,bye_week,injury_week
AL-0387,Allen,Lazard,Allen Lazard,WR,2018,GB,77.0,227.0,12/11/95,4.55,17.0,38.0,124.0,4.33,7.11,0.0,0.0,0.0,Iowa State,Big 12,13.0,3.0,11,18
ML-0650,Marqise,Lee,Marqise Lee,WR,2014,JAC,72.0,192.0,11/25/91,4.52,0.0,38.0,127.0,4.01,6.96,31.75,9.5,39.0,USC,Pacific 12,11.0,1.0,10,7
TL-1025,Tyler,Lockett,Tyler Lockett,WR,2015,SEA,70.0,182.0,9/28/92,4.31,0.0,35.5,121.0,4.07,6.89,30.0,8.375,69.0,Kansas State,Big 12,16.0,1.0,11,18
JM-1550,Jordan,Matthews,Jordan Matthews,WR,2014,SF,75.0,212.0,7/16/92,4.44,21.0,35.5,120.0,4.18,6.95,33.25,10.375,42.0,Vanderbilt,Southeastern (SEC),81.0,3.0,4,18
CM-1650,Codey,McElroy,Codey McElroy,WR,2018,TB,78.0,225.0,12/13/92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southeastern Oklahoma,0,86.0,4.0,7,18
IM-0125,Isaiah,McKenzie,Isaiah McKenzie,WR,2017,BUF,67.0,173.0,4/9/95,4.42,11.0,36.0,123.0,4.15,6.64,28.875,8.875,172.0,Georgia,Southeastern (SEC),19.0,2.0,6,18
JM-3475,J.D.,McKissic,J.D. McKissic,WR,2016,DET,70.0,190.0,8/15/93,4.57,17.0,37.0,122.0,4.44,7.0,0.0,0.0,0.0,Arkansas State,Sun Belt,41.0,4.0,5,18
TM-2275,Terry,McLaurin,Terry McLaurin,WR,2019,WAS,72.0,208.0,4/15/96,4.35,18.0,37.5,125.0,4.15,7.01,31.5,9.125,76.0,Ohio State,Big Ten,17.0,1.0,10,17
DM-2275,D.K.,Metcalf,D.K. Metcalf,WR,2019,SEA,75.0,228.0,12/14/97,4.33,27.0,40.5,134.0,4.5,7.38,34.875,9.875,64.0,Mississippi,Southeastern (SEC),14.0,1.0,11,18
JM-4162,Jakobi,Meyers,Jakobi Meyers,WR,2019,NE,74.0,203.0,11/9/96,4.63,13.0,37.0,118.0,4.23,7.07,32.0,9.5,0.0,North Carolina State,Atlantic Coast (ACC),16.0,3.0,10,18
JM-4175,Jaydon,Mickens,Jaydon Mickens,WR,2016,TB,70.0,172.0,4/21/94,4.54,13.0,35.5,121.0,3.93,6.62,0.0,0.0,0.0,Washington,Pacific 12,85.0,3.0,7,18
AM-1975,Anthony,Miller,Anthony Miller,WR,2018,CHI,71.0,201.0,10/9/94,4.5,22.0,39.0,125.0,4.26,6.65,31.625,10.625,51.0,Memphis,American Athletic,17.0,1.0,6,18
SM-2653,Scott,Miller,Scott Miller,WR,2019,TB,69.0,174.0,7/31/97,4.36,15.0,34.0,123.0,4.02,6.97,29.25,8.75,208.0,Bowling Green,Mid-American (MAC),10.0,2.0,7,13
SM-2825,Steven,Mitchell,Steven Mitchell,WR,2018,HOU,70.0,189.0,5/2/94,4.56,13.0,33.5,121.0,4.4,6.75,0.0,0.0,0.0,USC,Pacific 12,11.0,2.0,10,18
DM-2775,Donte,Moncrief,Donte Moncrief,WR,2014,PIT,74.0,221.0,8/6/93,4.34,13.0,39.5,132.0,4.3,7.02,32.375,9.125,90.0,Mississippi,Southeastern (SEC),0.0,0.0,7,18
CM-2675,Chris,Moore,Chris Moore,WR,2016,BAL,73.0,206.0,6/16/93,4.46,10.0,37.0,130.0,4.2,6.76,33.375,9.375,107.0,Cincinnati,American Athletic,10.0,3.0,8,18
DM-2850,D.J.,Moore,D.J. Moore,WR,2018,CAR,72.0,210.0,4/14/97,4.42,15.0,39.5,132.0,4.07,6.95,31.625,9.625,24.0,Maryland,Big Ten,12.0,1.0,7,17
JM-5750,Jason,Moore,Jason Moore,WR,2019,LAC,74.0,208.0,6/23/95,4.57,17.0,37.0,124.0,4.07,6.62,32.375,9.875,0.0,Findlay,0,89.0,2.0,12,18
DM-3050,David,Moore,David Moore,WR,2017,SEA,74.0,225.0,1/15/95,4.43,26.0,36.5,124.0,4.38,6.98,0.0,0.0,226.0,East Central Oklahoma,0,83.0,2.0,11,1
SM-3250,Stanley,Morgan Jr.,Stanley Morgan Jr.,WR,2019,CIN,72.0,202.0,9/7/96,4.53,14.0,38.5,125.0,4.13,6.78,32.375,9.875,0.0,Nebraska,Big Ten,17.0,1.0,9,18
JN-0350,JoJo,Natson,JoJo Natson,WR,2017,LA,66.0,149.0,2/1/94,4.46,16.0,34.0,122.0,4.19,7.2,0.0,0.0,0.0,Akron,Mid-American (MAC),19.0,3.0,9,14
JN-0625,J.J.,Nelson,J.J. Nelson,WR,2015,OAK,70.0,156.0,4/24/92,4.21,0.0,36.0,127.0,4.15,7.02,31.125,8.25,159.0,Alabama-Birmingham,Conference USA (C-USA),0.0,0.0,6,2
GO-0150,Gunner,Olszewski,Gunner Olszewski,WR,2019,NE,72.0,170.0,11/26/96,4.56,0.0,36.0,118.0,4.37,6.88,29.125,8.5,0.0,Bemidji State,0,80.0,1.0,10,12
DP-0350,DeVante,Parker,DeVante Parker,WR,2015,MIA,75.0,209.0,1/20/93,4.4,17.0,36.5,125.0,0.0,0.0,33.25,9.25,14.0,Louisville,Atlantic Coast (ACC),11.0,1.0,5,18
ZP-0050,Zach,Pascal,Zach Pascal,WR,2017,IND,74.0,207.0,12/18/94,4.55,14.0,36.0,125.0,4.25,7.11,0.0,0.0,0.0,Old Dominion,Conference USA (C-USA),14.0,1.0,6,18
TP-0675,Tim,Patrick,Tim Patrick,WR,2017,DEN,77.0,210.0,11/23/93,4.47,22.0,37.5,128.0,4.38,6.99,0.0,0.0,0.0,Utah,Pacific 12,81.0,1.0,10,2
CP-0750,Cordarrelle,Patterson,Cordarrelle Patterson,WR,2013,CHI,74.0,216.0,3/17/91,4.33,0.0,37.0,128.0,4.4,7.28,31.75,9.0,29.0,Tennessee,Southeastern (SEC),84.0,2.0,6,18
AP-0388,Andre,Patton,Andre Patton,WR,2017,LAC,74.0,206.0,5/28/94,4.54,10.0,35.5,118.0,4.29,6.74,0.0,0.0,0.0,Rutgers,Big Ten,15.0,2.0,12,18
BP-0450,Breshad,Perriman,Breshad Perriman,WR,2015,TB,74.0,212.0,9/10/93,4.26,18.0,36.5,127.0,0.0,0.0,32.0,9.25,26.0,Central Florida,American Athletic,19.0,1.0,7,5
DP-1263,Dante,Pettis,Dante Pettis,WR,2018,SF,72.0,186.0,10/23/95,4.49,0.0,0.0,0.0,0.0,0.0,32.25,9.5,44.0,Washington,Pacific 12,18.0,3.0,4,13
BP-1375,Byron,Pringle,Byron Pringle,WR,2018,KC,73.0,203.0,11/17/93,4.46,15.0,33.5,120.0,4.22,6.87,0.0,0.0,0.0,Kansas State,Big 12,13.0,3.0,12,18
TQ-0100,Trey,Quinn,Trey Quinn,WR,2018,WAS,71.0,203.0,12/7/95,4.46,17.0,33.5,104.0,4.17,6.91,30.75,10.125,256.0,SMU,American Athletic,18.0,2.0,10,14
DR-0550,Damion,Ratley,Damion Ratley,WR,2018,CLE,73.0,193.0,4/16/95,4.42,12.0,38.0,124.0,4.23,6.92,0.0,0.0,175.0,Texas A&M,Southeastern (SEC),18.0,3.0,7,18
KR-0312,Kalif,Raymond,Kalif Raymond,WR,2016,TEN,69.0,160.0,8/8/94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holy Cross,0,14.0,2.0,11,17
HR-0062,Hunter,Renfrow,Hunter Renfrow,WR,2019,OAK,70.0,184.0,12/21/95,4.59,7.0,35.0,116.0,4.19,6.8,29.0,7.875,149.0,Clemson,Atlantic Coast (ACC),13.0,2.0,6,13
JR-1950,Josh,Reynolds,Josh Reynolds,WR,2017,LA,75.0,194.0,2/16/95,4.52,0.0,37.0,123.0,4.13,6.83,31.5,9.375,117.0,Texas A&M,Southeastern (SEC),83.0,2.0,9,18
PR-0150,Paul,Richardson,Paul Richardson,WR,2014,WAS,72.0,175.0,4/13/92,4.33,0.0,38.0,124.0,4.23,6.98,32.625,8.875,45.0,Colorado,Pacific 12,10.0,5.0,10,11
CR-0862,Calvin,Ridley,Calvin Ridley,WR,2018,ATL,72.0,189.0,12/20/94,4.43,15.0,31.0,110.0,4.37,6.88,31.625,9.125,26.0,Alabama,Southeastern (SEC),18.0,4.0,9,15
RR-0650,Riley,Ridley,Riley Ridley,WR,2019,CHI,73.0,199.0,7/26/97,4.58,13.0,30.5,124.0,4.28,7.22,32.625,10.25,126.0,Georgia,Southeastern (SEC),88.0,2.0,6,18
SR-0750,Seth,Roberts,Seth Roberts,WR,2014,BAL,74.0,196.0,2/22/91,4.44,9.0,34.0,117.0,4.41,6.77,0.0,0.0,0.0,West Alabama,0,11.0,2.0,8,18
AR-1100,Andre,Roberts,Andre Roberts,WR,2010,BUF,71.0,195.0,1/9/88,4.4,15.0,36.0,120.0,4.15,6.77,31.5,9.5,88.0,Citadel,Southern,18.0,3.0,6,1
AR-1250,Allen,Robinson,Allen Robinson,WR,2014,CHI,75.0,220.0,8/24/93,4.57,0.0,42.0,131.0,4.0,6.54,32.0,9.5,61.0,Penn State,Big Ten,12.0,1.0,6,18
DR-2225,Demarcus,Robinson,Demarcus Robinson,WR,2016,KC,73.0,203.0,9/21/94,4.56,9.0,34.5,123.0,4.19,6.69,33.0,9.5,126.0,Florida,Southeastern (SEC),11.0,2.0,12,18
CR-1525,Chester,Rogers,Chester Rogers,WR,2016,IND,73.0,180.0,1/12/94,4.51,15.0,36.0,120.0,4.07,6.85,0.0,0.0,0.0,Grambling,Southwestern Athletic (SWAC),80.0,1.0,6,14
JR-3280,John,Ross,John Ross,WR,2017,CIN,71.0,188.0,11/27/94,4.22,0.0,37.0,133.0,0.0,0.0,31.5,8.75,9.0,Washington,Pacific 12,11.0,1.0,9,5
CS-0050,Curtis,Samuel,Curtis Samuel,WR,2017,CAR,71.0,196.0,8/11/96,4.31,18.0,37.0,117.0,4.33,7.09,31.25,9.5,40.0,Ohio State,Big Ten,10.0,1.0,7,18
DS-0150,Deebo,Samuel,Deebo Samuel,WR,2019,SF,71.0,214.0,1/15/96,4.48,15.0,39.0,122.0,4.14,7.03,31.375,10.0,36.0,South Carolina,Southeastern (SEC),19.0,1.0,4,7
ES-0200,Emmanuel,Sanders,Emmanuel Sanders,WR,2010,SF,71.0,180.0,3/17/87,4.4,12.0,39.5,126.0,4.1,6.64,32.0,9.25,82.0,SMU,Conference USA (C-USA),17.0,1.0,4,18
MS-0150,Mohamed,Sanu,Mohamed Sanu,WR,2012,NE,73.0,211.0,8/22/89,4.62,19.0,36.0,126.0,4.22,6.88,33.5,10.125,83.0,Rutgers,Big East,14.0,2.0,10,18
SS-0650,Spencer,Schnell,Spencer Schnell,WR,2019,TB,68.0,176.0,12/7/94,4.64,13.0,36.5,121.0,4.34,6.71,29.25,9.25,0.0,Illinois State,Missouri Valley,83.0,2.0,7,18
JS-1350,Jaleel,Scott,Jaleel Scott,WR,2018,BAL,77.0,218.0,7/23/95,4.56,16.0,34.5,124.0,4.25,7.06,33.5,10.5,132.0,New Mexico State,Sun Belt,12.0,3.0,8,18
DS-0875,Da'Mari,Scott,Da'Mari Scott,WR,2018,NYG,73.0,205.0,8/8/95,4.52,10.0,32.5,116.0,4.27,6.86,0.0,0.0,0.0,Fresno State,Mountain West (MWC),5.0,3.0,11,18
TS-1262,Tajae,Sharpe,Tajae Sharpe,WR,2016,TEN,74.0,194.0,12/23/94,4.49,11.0,33.5,114.0,0.0,0.0,32.25,8.375,140.0,Massachusetts,Mid-American (MAC),19.0,1.0,11,18
RS-0975,Russell,Shepard,Russell Shepard,WR,2013,NYG,73.0,195.0,9/17/90,4.46,8.0,38.5,122.0,4.37,7.09,0.0,0.0,0.0,LSU,Southeastern (SEC),81.0,3.0,11,4
SS-1250,Sterling,Shepard,Sterling Shepard,WR,2016,NYG,70.0,194.0,2/10/94,4.43,20.0,41.0,123.0,4.35,7.0,30.375,9.75,40.0,Oklahoma,Big 12,87.0,3.0,11,2
DS-1862,Darrius,Shepherd,Darrius Shepherd,WR,2019,GB,70.0,185.0,11/1/95,4.61,14.0,35.5,120.0,4.4,7.13,30.0,10.0,0.0,North Dakota State,Missouri Valley,10.0,5.0,11,1
TS-1425,Trent,Sherfield,Trent Sherfield,WR,2018,ARI,72.0,200.0,2/26/96,4.48,19.0,32.5,125.0,4.2,6.9,0.0,0.0,0.0,Vanderbilt,Southeastern (SEC),16.0,2.0,12,18
CS-1925,Cam,Sims,Cam Sims,WR,2018,WAS,77.0,214.0,1/6/96,4.6,0.0,34.0,123.0,4.49,7.57,0.0,0.0,0.0,Alabama,Southeastern (SEC),89.0,2.0,10,18
SS-1537,Steven,Sims Jr.,Steven Sims Jr.,WR,2019,WAS,69.0,181.0,3/31/97,4.56,11.0,31.5,115.0,4.43,7.2,29.375,8.625,0.0,Kansas,Big 12,15.0,1.0,10,18
MS-2100,Matthew,Slater,Matthew Slater,WR,2008,NE,72.0,200.0,9/9/85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,UCLA,Pacific 10,18.0,3.0,10,18
DS-2275,Darius,Slayton,Darius Slayton,WR,2019,NYG,73.0,190.0,1/12/97,4.39,11.0,40.5,135.0,4.15,7.0,32.75,10.0,171.0,Auburn,Southeastern (SEC),86.0,2.0,11,2
DS-3031,Devin,Smith,Devin Smith,WR,2015,DAL,72.0,196.0,3/3/92,4.37,10.0,39.0,122.0,4.15,6.83,31.0,9.0,37.0,Ohio State,Big Ten,15.0,2.0,8,18
TS-2425,Tre'Quan,Smith,Tre'Quan Smith,WR,2018,NO,74.0,203.0,1/7/96,4.49,12.0,37.5,130.0,4.5,6.97,33.375,9.5,91.0,Central Florida,American Athletic,10.0,2.0,9,3
JS-4212,Jeff,Smith,Jeff Smith,WR,2019,NYJ,72.0,192.0,4/21/97,4.36,15.0,36.5,127.0,4.06,6.87,31.5,9.0,0.0,Boston College,Atlantic Coast (ACC),9.0,5.0,4,16
VS-0175,Vyncint,Smith,Vyncint Smith,WR,2018,NYJ,75.0,195.0,6/9/96,4.38,0.0,39.5,130.0,4.27,6.89,0.0,0.0,0.0,Limestone,0,17.0,2.0,4,18
JS-4750,Juju,Smith-Schuster,Juju Smith-Schuster,WR,2017,PIT,73.0,215.0,11/22/96,4.54,15.0,33.5,123.0,4.18,6.93,32.875,10.5,62.0,USC,Pacific 12,19.0,2.0,7,12
WS-0925,Willie,Snead,Willie Snead,WR,2014,BAL,71.0,195.0,10/17/92,4.56,11.0,36.0,119.0,4.38,7.18,33.0,10.25,0.0,Ball State,Mid-American (MAC),83.0,2.0,8,18
DS-3187,Diontae,Spencer,Diontae Spencer,WR,2014,DEN,69.0,161.0,3/19/92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,McNeese,Southland,11.0,2.0,10,18
KS-2350,Kenny,Stills,Kenny Stills,WR,2013,HOU,72.0,194.0,4/22/92,4.38,16.0,33.5,124.0,4.13,7.13,30.5,9.0,144.0,Oklahoma,Big 12,12.0,1.0,10,18
CS-4462,Courtland,Sutton,Courtland Sutton,WR,2018,DEN,75.0,218.0,10/10/95,4.54,18.0,35.5,124.0,4.11,6.57,32.375,9.75,40.0,SMU,American Athletic,14.0,1.0,10,18
RS-3525,Ryan,Switzer,Ryan Switzer,WR,2017,PIT,68.0,181.0,11/4/94,4.51,11.0,32.0,115.0,4.0,6.77,28.0,9.25,133.0,North Carolina,Atlantic Coast (ACC),10.0,3.0,7,11
AT-0247,Auden,Tate,Auden Tate,WR,2018,CIN,77.0,228.0,2/3/97,4.68,0.0,31.0,112.0,0.0,0.0,33.75,9.375,253.0,Florida State,Atlantic Coast (ACC),19.0,1.0,9,15
GT-0100,Golden,Tate,Golden Tate,WR,2010,NYG,70.0,202.0,8/2/88,4.42,17.0,35.0,120.0,4.34,7.12,30.5,9.25,60.0,Notre Dame,FBS Independents,15.0,1.0,11,13
TT-0150,Taywan,Taylor,Taywan Taylor,WR,2017,CLE,71.0,203.0,3/2/95,4.5,13.0,38.0,132.0,4.21,6.57,32.625,9.25,72.0,Western Kentucky,Conference USA (C-USA),10.0,3.0,7,18
AT-0350,Adam,Thielen,Adam Thielen,WR,2013,MIN,75.0,200.0,8/22/90,4.54,0.0,36.0,120.0,4.49,6.77,0.0,0.0,0.0,Minnesota State,0,19.0,1.0,12,8
DT-0850,De'Anthony,Thomas,De'Anthony Thomas,WR,2014,BAL,69.0,174.0,1/5/93,4.43,8.0,32.5,123.0,4.23,6.94,29.875,8.125,124.0,Oregon,Pacific 12,84.0,4.0,8,18
MT-0887,Mike,Thomas,Mike Thomas,WR,2016,LA,73.0,193.0,3/3/93,4.54,16.0,36.0,126.0,4.26,7.06,0.0,0.0,206.0,Southern Mississippi,Conference USA (C-USA),88.0,2.0,9,18
MT-0875,Michael,Thomas,Michael Thomas,WR,2016,NO,75.0,212.0,3/3/93,4.52,18.0,35.0,126.0,4.13,6.8,32.125,10.5,47.0,Ohio State,Big Ten,13.0,1.0,9,18
DT-0900,Demaryius,Thomas,Demaryius Thomas,WR,2010,NYJ,75.0,229.0,12/25/87,0.0,0.0,0.0,0.0,0.0,0.0,33.0,10.5,22.0,Georgia Tech,Atlantic Coast (ACC),18.0,1.0,4,18
LT-0862,Laquon,Treadwell,Laquon Treadwell,WR,2016,MIN,74.0,221.0,6/14/95,4.64,12.0,33.5,117.0,4.3,7.04,33.375,9.5,23.0,Mississippi,Southeastern (SEC),11.0,3.0,12,18
MT-2350,Malik,Turner,Malik Turner,WR,2018,SEA,75.0,205.0,1/30/96,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illinois,Big Ten,17.0,3.0,11,18
JU-0400,John,Ursua,John Ursua,WR,2019,SEA,70.0,165.0,1/17/94,4.56,17.0,37.0,120.0,4.16,6.77,29.875,9.25,236.0,Hawaii,Mountain West (MWC),15.0,4.0,11,18
MV-0012,Marquez,Valdes-Scantling,Marquez Valdes-Scantling,WR,2018,GB,76.0,206.0,10/10/94,4.37,15.0,30.5,124.0,4.17,6.85,32.25,10.25,174.0,South Florida,American Athletic,83.0,1.0,11,18
MW-0350,Michael,Walker,Michael Walker,WR,2019,JAC,72.0,200.0,10/29/96,4.48,21.0,36.5,130.0,4.49,6.96,30.75,9.0,0.0,Boston College,Atlantic Coast (ACC),13.0,2.0,10,17
GW-0250,Greg,Ward Jr.,Greg Ward Jr.,WR,2017,PHI,70.0,186.0,7/12/95,4.59,10.0,34.5,115.0,4.31,6.9,31.125,9.875,0.0,Houston,American Athletic,84.0,1.0,10,18
JW-0934,James,Washington,James Washington,WR,2018,PIT,71.0,213.0,4/2/96,4.54,14.0,34.5,120.0,4.32,7.11,32.375,9.75,60.0,Oklahoma State,Big 12,13.0,1.0,7,6
SW-0450,Sammy,Watkins,Sammy Watkins,WR,2014,KC,73.0,211.0,6/14/93,4.39,16.0,34.0,126.0,4.34,6.95,32.0,9.625,4.0,Clemson,Atlantic Coast (ACC),14.0,1.0,12,7
JW-1050,Justin,Watson,Justin Watson,WR,2018,TB,75.0,213.0,4/4/95,4.45,20.0,40.0,124.0,4.26,7.08,0.0,0.0,144.0,Pennsylvania,Ivy League,17.0,2.0,7,18
NW-0325,Nsimba,Webster,Nsimba Webster,WR,2019,LA,70.0,180.0,1/27/96,4.55,11.0,31.5,121.0,4.17,6.83,30.625,9.375,0.0,Eastern Washington,Big Sky,14.0,2.0,9,18
DW-2275,Dede,Westbrook,Dede Westbrook,WR,2017,JAC,72.0,178.0,11/21/93,4.39,8.0,34.5,120.0,4.34,7.2,30.625,9.0,110.0,Oklahoma,Big 12,12.0,1.0,10,18
DW-2350,DeAndrew,White,DeAndrew White,WR,2015,CAR,71.0,191.0,10/16/91,4.4,0.0,36.0,121.0,4.18,6.97,31.0,9.125,0.0,Alabama,Southeastern (SEC),18.0,3.0,7,18
DW-2850,D'haquille,Williams,D'haquille Williams,WR,2016,BUF,74.0,224.0,5/13/93,4.68,14.0,30.5,121.0,4.47,7.43,0.0,0.0,0.0,Auburn,Southeastern (SEC),82.0,2.0,6,18
CW-2450,Chad,Williams,Chad Williams,WR,2017,IND,73.0,204.0,10/19/94,4.43,21.0,35.5,123.0,4.21,7.06,32.0,9.75,98.0,Grambling,Southwestern Athletic (SWAC),1.0,3.0,6,18
MW-2825,Mike,Williams,Mike Williams,WR,2017,LAC,76.0,218.0,10/4/94,4.54,15.0,32.5,121.0,0.0,0.0,33.375,9.375,7.0,Clemson,Atlantic Coast (ACC),81.0,1.0,12,4
PW-1150,Preston,Williams,Preston Williams,WR,2019,MIA,75.0,210.0,3/27/97,4.61,0.0,31.5,116.0,4.35,7.11,33.0,9.125,0.0,Colorado State,Mountain West (MWC),18.0,5.0,5,10
TW-2875,Tyrell,Williams,Tyrell Williams,WR,2015,OAK,76.0,200.0,2/12/92,4.43,0.0,39.5,127.0,4.17,6.74,33.5,9.875,0.0,Western Oregon,0,16.0,1.0,6,7
DW-3987,Damion,Willis,Damion Willis,WR,2019,CIN,75.0,195.0,6/20/97,4.51,13.0,33.5,110.0,4.5,7.04,33.25,8.875,0.0,Troy,Sun Belt,15.0,2.0,9,18
CW-3250,Cedrick,Wilson,Cedrick Wilson,WR,2018,DAL,74.0,197.0,11/20/95,4.55,9.0,37.0,121.0,4.23,6.89,31.5,9.75,208.0,Boise State,Mountain West (MWC),11.0,4.0,8,15
BW-2475,Bobo,Wilson,Bobo Wilson,WR,2017,TB,69.0,189.0,1/25/95,4.57,10.0,0.0,119.0,4.57,0.0,0.0,0.0,0.0,Florida State,Atlantic Coast (ACC),0.0,0.0,7,18
AW-1650,Albert,Wilson,Albert Wilson,WR,2014,MIA,69.0,202.0,7/12/92,4.38,10.0,37.5,123.0,4.21,7.0,30.375,9.125,0.0,Georgia State,Sun Belt,15.0,1.0,5,3
JW-5475,Javon,Wims,Javon Wims,WR,2018,CHI,75.0,215.0,9/11/94,4.53,0.0,33.5,113.0,0.0,7.0,31.5,9.25,224.0,Georgia,Southeastern (SEC),83.0,2.0,6,18
JW-5637,Juwann,Winfree,Juwann Winfree,WR,2019,DEN,73.0,212.0,9/4/96,4.53,16.0,33.0,125.0,4.25,6.97,31.5,9.75,187.0,Colorado,Pacific 12,15.0,1.0,10,15
RW-4050,Robert,Woods,Robert Woods,WR,2013,LA,72.0,201.0,4/10/92,4.42,14.0,33.5,117.0,4.47,7.15,31.0,9.25,41.0,USC,Pacific 12,17.0,1.0,9,18
JW-6560,Jarius,Wright,Jarius Wright,WR,2012,CAR,70.0,180.0,11/25/89,4.39,11.0,38.0,120.0,4.03,6.93,31.5,8.5,118.0,Arkansas,Southeastern (SEC),13.0,2.0,7,18
OZ-0100,Olamide,Zaccheaus,Olamide Zaccheaus,WR,2019,ATL,68.0,193.0,7/23/97,4.49,12.0,35.5,125.0,4.19,7.0,31.0,8.75,0.0,Virginia,Atlantic Coast (ACC),17.0,2.0,9,18
BZ-0100,Brandon,Zylstra,Brandon Zylstra,WR,2018,CAR,74.0,215.0,3/25/93,4.64,16.0,34.0,128.0,4.54,7.19,0.0,0.0,0.0,Concordia,0,11.0,2.0,7,18
